model,hash_id,datasource,FREQ_DOMAIN,basis_type,MULTI_FITS,req_loss_approach,rec_lambda,auxi_lambda,filter_used,modules_attn,info_dict,total_params,reconstruction_params,common_params,training_time_per_epoch,inference_time_per_sample_ms (GPU),peak_memory_mb (GPU),inference_time_per_sample_ms (CPU),peak_memory_mb (CPU),throughput_samples_per_sec (GPU),throughput_samples_per_sec (CPU),energy_per_sample_joules (GPU),energy_per_sample_joules (CPU),(benchmark_result) parameters_million,(benchmark_result) flops_million,(benchmark_result) inference_time_ms,(benchmark_result) inference_memory_mb,fewshot_ratio,experiment_name,random_seed,use_normlin,degree,linear_attn_dim
MSTGAD,d08f273b,MSDS,Eadro,legendre,false,Normal-Recreation,1.0,0.0,TexFilter,linear_attn,pr:0.9407  rc:0.9845  auc:0.9960 ap:0.9812 f1: 0.9621 pred_right: 16365 pred_wrong:135 actu_right: 16371 actu_wrong: 129,177924,143490,34434,0,0.5163454191455282,18.4931640625,2.0250346371319505,2744.140625,1936.6880443228201,493.8187138449625,0.029746401424264306,0.13162725141357678,0.177924,50.308,10.093522071838379,18.240234375,1.0,RQ3_case_study,1,True,5,10
MSTGAD,4432bc5c,MSDS,AnoFusion,legendre,false,Normal-Recreation,1.0,0.0,TexFilter,linear_attn,pr:0.8984  rc:0.8915  auc:0.9953 ap:0.9548 f1: 0.8949 pred_right: 16372 pred_wrong:128 actu_right: 16371 actu_wrong: 129,56037,21603,34434,0,0.4192259355854005,24.9365234375,0.681473335247872,2688.265625,2385.348603500916,1467.40884533108,0.026321309978697166,0.04429576679111168,0.056037,67.3035,21.866202354431152,24.68359375,1.0,RQ3_case_study,1,True,5,10
MSTGAD,977e7beb,MSDS,encoder_decoder,legendre,false,Normal-Recreation,1.0,0.0,TexFilter,linear_attn,pr:0.9762  rc:0.9535  auc:0.9941 ap:0.9803 f1: 0.9647 pred_right: 16374 pred_wrong:126 actu_right: 16371 actu_wrong: 129,71372,36938,34434,0,2.947871817562014,40.14111328125,6.132704799786628,2847.7265625,339.22777579488934,163.06018839106562,0.19729516500579047,0.39862581198613084,0.071372,160.7315,60.44638156890869,39.88818359375,1.0,RQ3_case_study,1,True,5,10
MSTGAD,a2764947,MSDS,FITS_Legendre,legendre,false,Legendre-style,1.0,0.0,LPF,linear_attn,pr:0.7292  rc:0.5426  auc:0.8607 ap:0.7656 f1: 0.6222 pred_right: 16404 pred_wrong:96 actu_right: 16371 actu_wrong: 129,44015,9581,34434,0,0.4867331532753661,28.18701171875,1.0315776940098937,2616.75,2054.513840429227,969.388932900297,0.030606997510838212,0.0670525501106431,0.044015,48.901,20.660090446472168,27.93408203125,1.0,RQ3_case_study,1,True,5,10
MSTGAD,a2764947,MSDS,FITS_Legendre,legendre,false,Legendre-style,1.0,0.0,LPF,linear_attn,pr:0.7292  rc:0.5426  auc:0.8607 ap:0.7656 f1: 0.6222 pred_right: 16404 pred_wrong:96 actu_right: 16371 actu_wrong: 129,44015,9581,34434,0,0.8913786546669531,28.18701171875,1.5295416882703636,2607.19921875,1121.8576917501252,653.7906143184761,0.04930126201097451,0.09942020973757364,0.044015,48.901,23.5623836517334,27.93408203125,1.0,RQ3_case_study,1,True,5,10
MSTGAD,a2764947,MSDS,FITS_Legendre,legendre,false,Legendre-style,1.0,0.0,LPF,linear_attn,pr:0.7292  rc:0.5426  auc:0.8607 ap:0.7656 f1: 0.6222 pred_right: 16404 pred_wrong:96 actu_right: 16371 actu_wrong: 129,44015,9581,34434,0,1.7906074592330394,28.18701171875,2.0977525175223435,2806.12109375,558.4696940938268,476.7006554143482,0.09983800480072696,0.13635391363895233,0.044015,48.901,18.0203914642334,27.93408203125,1.0,RQ3_case_study,1,True,5,10
