model,hash_id,FREQ_DOMAIN,basis_type,MULTI_FITS,req_loss_approach,rec_lambda,auxi_lambda,filter_used,modules_attn,info_dict,total_params,reconstruction_params,common_params,training_time_per_epoch,inference_time_per_sample_ms (GPU),peak_memory_mb (GPU),inference_time_per_sample_ms (CPU),peak_memory_mb (CPU),fewshot_ratio,experiment_name,random_seed
MSTGAD,5b3b6f9c,FITS_Legendre,legendre,false,Legendre-style,1.0,0.1,TexFilter,linear_attn,pr:0.9534  rc:0.9581  auc:0.9995 ap:0.9955 f1: 0.9558 pred_right: 454919 pred_wrong:14881 actu_right: 454992 actu_wrong: 14808,14937,1618,13319,21.085490407943727,0.252871385261194,142.7529296875,0.7414389423059404,6338.171875,1.0,RQ2_ablations_components,1
MSTGAD,bafa7895,FITS_Legendre,legendre,false,Legendre-style,1.0,0.1,LPF,linear_attn,pr:0.9475  rc:0.9715  auc:0.9995 ap:0.9944 f1: 0.9594 pred_right: 454617 pred_wrong:15183 actu_right: 454992 actu_wrong: 14808,14897,1578,13319,20.539997630119323,0.2287065227872058,143.146484375,0.8928343978732927,5842.55078125,1.0,RQ2_ablations_components,1
MSTGAD,cfe7a0cd,FITS_Legendre,legendre,false,Legendre-style,1.0,0.1,TexFilter,no_attn,pr:0.8801  rc:0.8651  auc:0.9971 ap:0.9742 f1: 0.8725 pred_right: 455243 pred_wrong:14557 actu_right: 454992 actu_wrong: 14808,14937,1618,13319,22.209852528572082,0.4522466543484501,146.25537109375,0.7807227418288571,6521.08984375,1.0,RQ2_ablations_components,1
MSTGAD,4dc5dba4,FITS_Legendre,legendre,false,Legendre-style,1.0,0.1,TexFilter,linear_attn,pr:0.9400  rc:0.9706  auc:0.9994 ap:0.9946 f1: 0.9551 pred_right: 454510 pred_wrong:15290 actu_right: 454992 actu_wrong: 14808,14937,1618,13319,22.512834725379943,0.2439775749408008,142.7529296875,0.8522755242926929,5844.21484375,1.0,RQ2_ablations_components,2
MSTGAD,60b51d07,FITS_Legendre,legendre,false,Legendre-style,1.0,0.1,LPF,linear_attn,pr:0.9349  rc:0.9711  auc:0.9994 ap:0.9937 f1: 0.9526 pred_right: 454418 pred_wrong:15382 actu_right: 454992 actu_wrong: 14808,14897,1578,13319,20.790136590003968,0.2425887763705511,143.146484375,0.6872994480943296,5929.1796875,1.0,RQ2_ablations_components,2
MSTGAD,69874b12,FITS_Legendre,legendre,false,Legendre-style,1.0,0.1,TexFilter,no_attn,pr:0.8905  rc:0.8752  auc:0.9973 ap:0.9749 f1: 0.8828 pred_right: 455246 pred_wrong:14554 actu_right: 454992 actu_wrong: 14808,14937,1618,13319,20.163272533416748,0.24364421507247416,146.25537109375,0.6974777042112996,6242.78125,1.0,RQ2_ablations_components,2
MSTGAD,4c0a7064,FITS_Legendre,legendre,false,Legendre-style,1.0,0.1,TexFilter,linear_attn,pr:0.9394  rc:0.9689  auc:0.9986 ap:0.9940 f1: 0.9539 pred_right: 454527 pred_wrong:15273 actu_right: 454992 actu_wrong: 14808,14937,1618,13319,21.859845061302185,0.21507498284568743,142.7529296875,0.8989037930896991,5925.6875,1.0,RQ2_ablations_components,3
MSTGAD,643f6f2b,FITS_Legendre,legendre,false,Legendre-style,1.0,0.0,TexFilter,linear_attn,pr:0.9393  rc:0.8250  auc:0.9970 ap:0.9741 f1: 0.8785 pred_right: 456794 pred_wrong:13006 actu_right: 454992 actu_wrong: 14808,14937,1618,13319,23.017910776138304,0.33204604979908153,142.7529296875,0.7856285941587113,6313.9921875,1.0,RQ2_ablations_components,1
MSTGAD,e7d7cef6,FITS_Legendre,legendre,false,Legendre-style,1.0,0.0,TexFilter,linear_attn,pr:0.9386  rc:0.8007  auc:0.9969 ap:0.9714 f1: 0.8642 pred_right: 457167 pred_wrong:12633 actu_right: 454992 actu_wrong: 14808,14937,1618,13319,23.43554388999939,0.26585397643692593,142.7529296875,0.747193904202239,6426.1796875,1.0,RQ2_ablations_components,2
